pk_id,image_cap,image_obj
6117,"['a bunch of carrots are on a cutting board', 'a bunch of carrots are on a cutting board .', 'a bunch of carrots are in a bowl']","['ear, spike, capitulum', 'corn']"
6118,"['a group of people playing soccer in a field .', 'a group of people playing soccer in a field', 'a group of people on a field with a soccer ball .']","['jigsaw puzzle', 'patas, hussar monkey, Erythrocebus patas']"
6119,"['a group of people standing on top of a sandy beach .', 'a group of people standing on top of a beach .', 'a group of people standing on top of a beach next to the ocean .']","['seashore, coast, seacoast, sea-coast', 'sandbar, sand bar']"
6120,"['a person holding a piece of pizza in their hand .', 'a person holding a slice of pizza in their hand .', 'a person is holding a piece of pizza']","['butternut squash', 'spaghetti squash']"
6121,"['a black and white photo of a man and a woman .', 'a black and white photo of a man and a woman', 'a black and white photo of a man in a suit']","['cowboy hat, ten-gallon hat', 'bow tie, bow-tie, bowtie']"
6122,"['a plate of food and a drink on a table .', 'a plate of food and a cup of coffee .', 'a plate of food and a cup of coffee']","['consomme', 'eggnog']"
6123,"['a white plate topped with a sandwich and a salad .', 'a plate of food on a table with a drink', 'a plate of food on a table with a cup of coffee']","['plate', 'consomme']"
6124,"['a man in a suit and tie holding a microphone .', 'a man in a suit and tie holding a cell phone .', 'a man in a suit and tie holding a microphone']","['microphone, mike', 'accordion, piano accordion, squeeze box']"
6125,"['a bunch of different colored ties hanging from a wall .', 'a group of colorful ties hanging from a wall .', 'a bunch of different colored ties hanging on a wall .']","['sarong', 'comic book']"
6126,"['a large white clock tower towering over a city .', 'a large clock tower towering over a city .', 'a large white clock tower towering over a city at night .']","['palace', 'lakeside, lakeshore']"
6127,"['a group of young men standing next to each other .', 'a group of young men standing next to each other holding racquets .', 'a group of young men standing next to each other holding a soccer ball .']","['volleyball', 'soccer ball']"
6128,"['a close up of a vandalized stop sign', 'a close up of a stop sign with a sky background', 'a close up of a stop sign with a sticker on it']","['book jacket, dust cover, dust jacket, dust wrapper', 'Band Aid']"
6129,"['a group of birds sitting on top of a tree .', 'a group of birds flying over a forest .', 'a group of birds flying over a lush green forest .']","['bald eagle, American eagle, Haliaeetus leucocephalus', 'sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita']"
6130,"['a group of people sitting on a bench .', 'a group of people sitting on a wooden bench .', 'a group of people sitting on a wooden bench']","['park bench', 'jinrikisha, ricksha, rickshaw']"
6131,"['a giraffe standing in the middle of a forest .', 'a giraffe standing in the middle of a lush green forest .', 'a giraffe standing in the middle of a lush green field .']","['park bench', 'lakeside, lakeshore']"
6132,"['a plate of food and a cup of coffee .', 'a plate of food and a cup of coffee', 'a table with a plate of food and a cup of coffee .']","['eggnog', 'plate']"
6133,"['a man and a woman standing next to a cake .', 'a man and a woman standing next to each other .', 'a man and a woman standing in front of a cake .']","['torch', 'punching bag, punch bag, punching ball, punchball']"
6134,"['a group of people standing on top of a sandy beach .', 'a group of people standing on a beach flying kites .', 'a group of people standing on top of a beach .']","['ostrich, Struthio camelus', 'flamingo']"
6135,"['a plane flying over a mountain with a sky background', 'a plane flying over a mountain with trees in the background .', 'a plane flying over a mountain with trees in the background']","['alp', 'solar dish, solar collector, solar furnace']"
6136,"['a large building with a clock on it', 'a large building with a large clock on it .', 'a large building with a clock on the front of it .']","['obelisk', 'stupa, tope']"
6137,"['a close up of a vase with flowers in it', 'a close up of a vase with flowers', 'a close up of a flower in a vase']","['earthstar', 'hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa']"
6138,"['a close up of a plate of food on a table', 'a close up of a plate of food', 'a close up of a plate of food with a sandwich']","['guacamole', 'burrito']"
6139,"['a plane flying over a large mountain range .', 'a plane flying over a large mountain range', 'a view of a mountain range from the plane .']","['volcano', 'alp']"
6140,"['a man and a woman playing a video game .', 'a man and a woman are playing a video game', 'a man and a woman playing a video game']","['Band Aid', 'sunscreen, sunblock, sun blocker']"
6141,"['a woman in a black shirt and a black tie', 'a woman in a red shirt and a black tie', 'a woman in a red shirt and black tie .']","['ski mask', 'mitten']"
6142,"['a collage of photos of a person holding a pair of scissors', 'a collage of photos of a person holding a sign', 'a collage of photos of a person holding a pair of scissors .']","['web site, website, internet site, site', 'menu']"
6143,"['a close up of a stop sign with a sky background', 'a close up of a red stop sign', 'a close up of a red and white sign']","['lighter, light, igniter, ignitor', 'packet']"
6144,"['a black and white photo of a pair of scissors .', 'a black and white photo of a pair of scissors', 'a black and white photo of a person holding a pair of scissors .']","['paper towel', 'book jacket, dust cover, dust jacket, dust wrapper']"
6145,"['a large body of water with mountains in the background .', 'a large body of water with a mountain in the background .', 'a large body of water with mountains in the background']","['valley, vale', 'alp']"
6146,"['a group of people standing around a computer .', 'a group of people standing in front of a tv .', 'a group of people standing in front of a television .']","['oscilloscope, scope, cathode-ray oscilloscope, CRO', 'web site, website, internet site, site']"
6147,"['a herd of sheep grazing on a lush green field .', 'a herd of sheep grazing on a lush green hillside .', 'a herd of cattle grazing on a lush green field .']","['Arabian camel, dromedary, Camelus dromedarius', 'bison']"
6148,"['a plane flying in the sky over a field .', 'a plane flying in the sky over a field', 'a plane flying in the sky over a mountain .']","['sandbar, sand bar', 'lakeside, lakeshore']"
6149,"['a plate of food with a fork and knife', 'a plate of food with a fork and a knife .', 'a plate of food with a sandwich and a salad .']","['plate', 'potpie']"
6150,"['a living room filled with furniture and a fire place .', 'a living room filled with lots of furniture .', 'a living room filled with lots of furniture and a fire place .']","['space bar', 'typewriter keyboard']"
6151,"['a room filled with lots of different colored vases .', 'a room filled with lots of different types of furniture .', 'a room filled with lots of different types of vases .']","['altar', 'palace']"
6152,"['a close up of a number of different animals', 'a close up of a red and black bird', 'a close up of a number of different animals on a table']","['prayer rug, prayer mat', 'book jacket, dust cover, dust jacket, dust wrapper']"
6153,"['a bird sitting on top of a tree branch .', 'a bird sitting on a branch in a tree .', 'a bird sitting on top of a branch .']","['kite', 'vulture']"
6154,"['a group of people standing on top of a lush green field .', 'a group of people standing on top of a lush green hillside .', 'a group of people standing on top of a grass covered field .']","['alp', 'valley, vale']"
6155,"['a plane flying in the sky over a field .', 'a plane flying in the sky over a field', 'a plane flying in the sky over a mountain .']","['sandbar, sand bar', 'lakeside, lakeshore']"
6156,"['a close up of a plate of food on a table', 'a close up of a plate of food', 'a close up of a sandwich on a plate']","['French loaf', 'potpie']"
6157,"['a view of a city skyline from a plane .', 'a view of a city skyline from the sky .', 'a view of a city skyline from the distance .']","['lakeside, lakeshore', 'alp']"
6158,"['a large building with a clock on it .', 'a large building with a clock on it', 'a large building with a clock tower in the center .']",['palace']
6159,"['a close up of a plate of food with broccoli', 'a close up of a plate of food containing broccoli .', 'a close up of a plate of food containing broccoli']","['ear, spike, capitulum', 'corn']"
6160,"['a black and white photo of a man in a military uniform .', 'a black and white photo of a man in a military uniform', 'a black and white photo of a man in a uniform']","['breastplate, aegis, egis', 'cuirass']"
6161,"['a train traveling down tracks next to a forest .', 'a train traveling down tracks near a forest .', 'a train traveling down tracks next to a lush green hillside .']","['alp', 'snowplow, snowplough']"
6162,"['a room with a clock on the wall', 'a room with a clock on the wall .', 'a room with a clock and a window']","['altar', 'prayer rug, prayer mat']"
6163,"['a plane flying in the sky over a field .', 'a plane flying in the sky over a field', 'a plane flying in the sky over a mountain .']","['sandbar, sand bar', 'lakeside, lakeshore']"
6164,"['a pile of carrots sitting on top of a cutting board .', 'a close up of a plate of food', 'a close up of a plate of food with carrots']","['corn', 'ear, spike, capitulum']"
6165,"['a truck is parked on the side of the road .', 'a truck is parked on the side of a road .', 'a truck is parked on a dirt road .']","['volcano', 'geyser']"
6166,"['a black and white photo of a person holding a pair of scissors .', 'a black and white photo of a person holding a pair of scissors', 'a black and white photo of a man holding a pair of scissors .']","['mask', 'paper towel']"
6167,"['a plane flying in the sky over a field .', 'a plane flying in the sky over a field', 'a plane flying in the sky over a mountain .']","['sandbar, sand bar', 'lakeside, lakeshore']"
6168,"['a red and white fire hydrant sitting in the middle of a field .', 'a red and white fire hydrant sitting in the middle of a forest .', 'a red and white fire hydrant sitting in a field .']","['lakeside, lakeshore', 'seashore, coast, seacoast, sea-coast']"
6169,"['a close up of a keyboard and a mouse', 'a close up of a keyboard and a monitor', 'a close up of a tv screen with a clock']","['oscilloscope, scope, cathode-ray oscilloscope, CRO']"
6170,"['a table topped with bowls of food and a bowl of fruit .', 'a table topped with plates of food and a bowl of fruit .', 'a table topped with a bowl of fruit and a bowl of fruit .']","['eggnog', ""potter's wheel""]"
6171,"['a close up of a stuffed animal on a table', 'a close up of a stuffed animal on a desk', 'a close up of a person holding a pair of scissors']",['basketball']
6172,"['a large white vase filled with colorful flowers .', 'a large white vase filled with lots of flowers .', 'a large white vase filled with lots of different colored flowers .']","['vase', 'pillow']"
6173,"['a close up of a person holding a pair of scissors', 'a person holding a pair of scissors in their hands .', 'a close up of a pair of scissors']","['mask', 'nematode, nematode worm, roundworm']"
6174,"['a white plate topped with a cut in half sandwich .', 'a white plate topped with a sandwich and salad .', 'a white plate topped with a sandwich and a salad .']","['potpie', 'guacamole']"
6175,"['a herd of cattle grazing on a lush green hillside .', 'a herd of sheep grazing on a lush green hillside .', 'a herd of sheep standing on top of a lush green hillside .']","['valley, vale', 'alp']"
6176,"['a plane flying in the sky over a field .', 'a plane flying in the sky over a field', 'a plane flying in the sky over a mountain .']","['sandbar, sand bar', 'lakeside, lakeshore']"
6177,"['a man is playing tennis on a tennis court .', 'a tennis player is getting ready to serve the ball .', 'a tennis player is getting ready to hit a ball .']","['racket, racquet', 'ballplayer, baseball player']"
6178,"['a group of people standing outside of a building .', 'a group of people standing next to each other .', 'a group of people standing next to a sign .']","['lab coat, laboratory coat', 'vestment']"
6179,"['a man is holding a video game controller', 'a man is holding a video game controller .', 'a man is holding a video game controller in his hand .']","['harmonica, mouth organ, harp, mouth harp', 'ocarina, sweet potato']"
6180,"['a person holding a cell phone in their hand .', 'a person holding a cell phone in their hands .', 'a person holding a cell phone in their hand']","['web site, website, internet site, site', 'packet']"
6181,"['a close up of a cat wearing a tie', 'a close up of a cat wearing a hat', 'a black and white photo of a cat wearing a tie .']",['ski mask']
6182,"['a young boy holding a toothbrush in his mouth .', 'a young boy holding a toothbrush in his hand .', 'a young boy is holding a toothbrush in his mouth .']","['maraca', 'vase']"
6183,"['a group of people standing on top of a beach .', 'a group of people standing on top of a sandy beach .', 'a group of people on a beach with a kite']","['jellyfish', 'electric ray, crampfish, numbfish, torpedo']"
6184,"['a close up of a pair of scissors', 'a close up of a pair of scissors on a table', 'a pair of scissors sitting on top of a table .']","['packet', 'envelope']"
6185,"['a vase with flowers sitting on a table .', 'a vase with flowers sitting on top of a table .', 'a vase with flowers sitting on a table']","['table lamp', 'lampshade, lamp shade']"
6186,"['a man is holding a toothbrush in his mouth .', 'a man holding a frisbee in his hands .', 'a man is holding a frisbee in his hand .']","['strawberry', 'hotdog, hot dog, red hot']"
6187,"['a man is sitting on a chair with a dog .', 'a man is sitting on a bench with a dog .', 'a man is sitting on a chair with a horse .']","['jinrikisha, ricksha, rickshaw', 'comic book']"
6188,"['a group of people standing next to a giant teddy bear .', 'a group of people standing next to each other .', 'a group of people standing next to a large teddy bear .']","['book jacket, dust cover, dust jacket, dust wrapper', 'comic book']"
6189,"['a baseball player holding a bat on a field .', 'a baseball player holding a baseball bat on a field .', 'a baseball player holding a bat on a field']","['ballplayer, baseball player']"
6190,"['a picture of a person holding a sign .', 'a picture of a person holding a book .', 'a picture of a person holding a book']","['web site, website, internet site, site', 'book jacket, dust cover, dust jacket, dust wrapper']"
6191,"['a man in a suit and tie holding a cell phone .', 'a man in a suit and tie holding a cell phone', 'a man in a suit and tie holding a cellphone .']","['sunglass', 'sunglasses, dark glasses, shades']"
6192,"['a group of people standing around a table .', 'a group of men standing next to each other .', 'a group of men standing next to each other in front of a table .']","['Windsor tie', 'vestment']"
6193,"['a woman is holding a tennis racket on a court', 'a woman is holding a tennis racket in her hand .', 'a woman is holding a tennis racket in her hand']",['basketball']
6194,"['a man and a woman sitting on a boat .', 'a man and a woman sitting on a beach .', 'a man and a woman sitting on the beach']","['grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus', 'seashore, coast, seacoast, sea-coast']"
6195,"['a dining room with a table and chairs', 'a dining room with tables and chairs and tables .', 'a dining room with tables and chairs and tables']","['restaurant, eating house, eating place, eatery']"
6196,"['a pizza sitting on top of a white plate .', 'a pizza sitting on top of a white plate on a table .', 'a pizza sitting on top of a pan on a table .']","['pizza, pizza pie', 'potpie']"
6197,"['a group of people standing next to each other .', 'a group of people that are standing in front of a sign .', 'a group of people standing next to each other on a street .']","['book jacket, dust cover, dust jacket, dust wrapper', 'comic book']"
6198,"['a close up of a cup of coffee and a banana', 'a close up of a bowl of cereal with a banana', 'a close up of a bowl of food with a spoon']","['mixing bowl', 'eggnog']"
6199,"['a giraffe standing in front of a building .', 'a giraffe standing in front of a tall building .', 'a giraffe standing in front of a tall building']","['seashore, coast, seacoast, sea-coast', 'obelisk']"
6200,"['a close up of a vase with flowers in it', 'a close up of a flower in a vase', 'a close up of a vase with a flower in it']","['daisy', 'television, television system']"
6201,"['a couple of men standing next to each other .', 'a couple of men standing next to each other in a room .', 'a couple of men standing next to each other in front of a mirror .']",['shower cap']
6202,"['a group of men standing next to each other .', 'a group of people standing next to each other .', 'a group of men standing next to each other in front of a building .']","['cuirass', 'book jacket, dust cover, dust jacket, dust wrapper']"
6203,"['a group of people standing next to each other .', 'a group of people standing next to each other in front of a building .', 'a group of people standing next to each other in front of a sign .']","['comic book', 'envelope']"
6204,"['a woman in a blue dress holding a white frisbee .', 'a woman in a blue dress holding a white surfboard .', 'a woman in a blue dress holding a white frisbee']","['ping-pong ball', 'bikini, two-piece']"
6205,"['a woman is holding a pair of scissors .', 'a woman is holding a pair of scissors', 'a woman is holding a large pair of scissors .']","['abaya', 'cloak']"
6206,"['a man sitting in a chair in front of a window .', 'a man sitting in a chair with a laptop .', 'a man sitting in a chair in front of a tv .']","['restaurant, eating house, eating place, eatery', 'cinema, movie theater, movie theatre, movie house, picture palace']"
6207,"['a red stop sign sitting on the side of a road .', 'a red stop sign sitting on top of a metal pole .', 'a red stop sign sitting on top of a snow covered slope .']",['envelope']
6208,"['a group of people standing next to each other .', 'a group of people standing around each other .', 'a group of people standing next to each other in front of a tent .']","['bobsled, bobsleigh, bob', 'dogsled, dog sled, dog sleigh']"
6209,"['a woman is sitting in a room with a window', 'a woman is sitting in a room with a window .', 'a man is sitting in a chair with a laptop']","['bannister, banister, balustrade, balusters, handrail', 'greenhouse, nursery, glasshouse']"
6210,"['a red and white birthday cake on a table .', 'a red and white birthday cake on a blue plate .', 'a red and white birthday cake on a table']","['swimming trunks, bathing trunks', 'flagpole, flagstaff']"
6211,"['a red and white fire hydrant sitting in the middle of a forest .', 'a red and white fire hydrant sitting in a field .', 'a red and white fire hydrant in the middle of a forest .']","['rapeseed', 'sulphur butterfly, sulfur butterfly']"
6212,"['a woman holding a tennis racquet on a tennis court .', 'a woman holding a tennis racquet on a court .', 'a woman in a white dress holding a white frisbee .']","['maillot, tank suit', 'book jacket, dust cover, dust jacket, dust wrapper']"
6213,"['a man in a suit and tie holding a microphone .', 'a man in a suit and tie holding a cell phone .', 'a man in a suit and tie holding a cell phone']","['Windsor tie', 'suit, suit of clothes']"
6214,"['a tennis player in action on the court .', 'a tennis player in action on the court', 'a tennis player in a white shirt is playing tennis']","['volleyball', 'rugby ball']"
6215,"['a man in a suit and tie posing for a picture .', 'a man in a suit and tie posing for a picture', 'a man in a suit and tie posing for a photo .']","['suit, suit of clothes', 'book jacket, dust cover, dust jacket, dust wrapper']"
6216,"['a group of people standing around a luggage carousel .', 'a group of people in a room with luggage .', 'a group of people standing around a luggage carousel']","['stretcher', 'library']"
6217,"['a bunch of different types of electronic devices .', 'a bunch of different types of electronic devices', 'a bunch of different types of remotes on a table .']","['oscilloscope, scope, cathode-ray oscilloscope, CRO', 'switch, electric switch, electrical switch']"
6218,"['a man sitting on a couch holding a wii controller .', 'a man sitting on a couch holding a nintendo wii controller .', 'a man sitting on a couch holding a nintendo wii game controller .']","['drumstick', 'rocking chair, rocker']"
6219,"['a small child sitting on a bed with a book', 'a small child sitting on a bed with a book .', 'a small child sitting on a bed with a stuffed animal']","['balance beam, beam', 'carton']"
6220,"['a group of people standing next to a fence .', 'a group of people standing next to a tree filled with bananas .', 'a group of people standing next to a tree filled with lots of plants .']","['pot, flowerpot']"
6221,"['a man in a suit and tie holding a cell phone .', 'a man in a suit and tie holding a cell phone', 'a man in a suit and tie holding a cell phone to his ear .']","['microphone, mike', 'harmonica, mouth organ, harp, mouth harp']"
6222,"['a pair of scissors sitting on top of a table .', 'a close up of a pair of scissors', 'a close up of a pair of scissors on a table']","['analog clock', 'stopwatch, stop watch']"
6223,"['a dog sitting in the drivers seat of a car .', 'a dog sitting in the back seat of a car .', 'a dog sitting in the drivers seat of a car']","['television, television system', 'digital clock']"
6224,"['a couple of women standing next to each other .', 'a couple of women standing next to each other in a room .', 'a couple of women standing next to each other in a kitchen .']","['neck brace', 'photocopier']"
6225,"['a man standing on a beach holding a kite .', 'a man holding a kite on a beach .', 'a man holding a kite on a beach']","['military uniform', 'flagpole, flagstaff']"
6226,"['a woman holding a cell phone to her ear .', 'a woman holding a cell phone in her hand .', 'a woman holding a cell phone up to her ear .']","['maypole', 'orangutan, orang, orangutang, Pongo pygmaeus']"
6227,"['a view of a boat in the water .', 'a view of a room with a bed and a window .', 'a view of a room with a bed and a chair .']","['bannister, banister, balustrade, balusters, handrail']"
6228,"['a small boat in a body of water', 'a boat floating on top of a body of water .', 'a boat floating on top of a lake surrounded by mountains .']","['lakeside, lakeshore']"
6229,"['a group of people standing in a room .', 'a group of people standing in a room', 'a group of people standing in a living room .']","['kimono', 'sarong']"
6230,"['a group of people sitting on a bench in a park .', 'a group of people sitting on a bench in front of a building .', 'a group of people sitting on a bench next to a tree .']","['monastery', 'palace']"
6231,"['a group of people standing next to a giraffe .', 'a group of people standing next to each other .', 'a group of people standing next to a giraffe']","['broom', 'assault rifle, assault gun']"
6232,"['a couple of men standing next to each other .', 'a couple of men standing next to each other holding wii controllers .', 'a couple of men standing next to each other holding game controllers .']","['stethoscope', 'lab coat, laboratory coat']"
6233,"['a table topped with lots of different types of food .', 'a table topped with different types of food .', 'a table topped with lots of different types of vegetables .']","['tray', 'cucumber, cuke']"
6234,"['a young boy is playing with a wii controller .', 'a young boy is playing with a wii remote .', 'a young boy is laying on a bed']",['Band Aid']
6235,"['a man and a woman sitting on a bench .', 'a man and a woman are sitting on a bench .', 'a man and a woman are sitting on a bench']","['barbell', 'dumbbell']"
6236,"['a city street filled with lots of tall buildings .', 'a city street filled with lots of traffic .', 'a large building with a clock tower in the middle of it .']","['crane', 'airship, dirigible']"
6237,"['a large elephant standing next to a tree .', 'a large elephant standing on top of a dirt field .', 'a large elephant standing on top of a cement ground .']","['tusker', 'Indian elephant, Elephas maximus']"
6238,"['a group of people standing on top of a lush green field .', 'a crowd of people standing on top of a street .', 'a group of people standing on top of a street .']","['scoreboard', 'street sign']"
6239,"['a city street filled with lots of tall buildings .', 'a city street filled with lots of traffic .', 'a large building with a clock tower in the middle of it .']","['crane', 'airship, dirigible']"
6240,"['a city street filled with lots of tall buildings .', 'a city street filled with lots of traffic .', 'a large building with a clock tower in the middle of it .']","['crane', 'airship, dirigible']"
6241,"['a man in a suit and tie standing in a room .', 'a man in a suit and tie standing in front of a microphone .', 'a man in a suit and tie standing in a room']","['microphone, mike', 'stage']"
6242,"['a group of people sitting on a bench .', 'a group of people sitting on a wooden bench .', 'a group of young men sitting on a bench .']","['Loafer', 'suit, suit of clothes']"
6243,"['a young boy is playing with a soccer ball .', 'a man in a soccer uniform kicking a soccer ball .', 'a young boy is playing with a soccer ball']","['soccer ball', 'rugby ball']"
6244,"['a close up of a dog laying on a couch', 'a close up of a dog laying on a bed', 'a large brown and white dog laying on top of a bed .']","['lion, king of beasts, Panthera leo']"
6245,"['a group of people standing next to each other .', 'a group of people standing next to each other holding surfboards .', 'a group of people standing next to each other holding a giant pair of scissors .']","['comic book', 'web site, website, internet site, site']"
6246,"['a train traveling over a bridge over a river .', 'a train on a train track with trees in the background', 'a train on a train track near a body of water']",['viaduct']
6247,"['a large building with a clock on it', 'a large building with a clock tower in the middle .', 'a large building with a clock on the front of it .']","['monastery', 'triumphal arch']"
6248,"['a young man riding a skateboard down a street .', 'a young man riding a skateboard down a sidewalk .', 'a young man riding a skateboard on top of a field .']","['soccer ball', 'baseball']"
6249,"['a group of people riding bikes down a street .', 'a group of people riding bikes down a road .', 'a group of people riding bikes on a street .']","['mountain bike, all-terrain bike, off-roader']"
6250,"['a couple of women sitting on top of a couch .', 'a couple of women sitting on a bench .', 'a couple of women sitting on top of a wooden bench .']","['fur coat', 'cellular telephone, cellular phone, cellphone, cell, mobile phone']"
6251,"['a person holding a pair of scissors in their hands .', 'a person holding a pair of scissors in their hands', 'a person holding a pair of scissors in front of a wall .']",['stethoscope']
6252,"['a bunch of stuffed animals sitting on a shelf .', 'a bunch of stuffed animals are on a shelf', 'a bunch of stuffed animals sitting on top of a shelf .']",['ping-pong ball']
6253,"['a man in a suit and tie standing next to a woman .', 'a man in a suit and tie holding a cell phone .', 'a man in a suit and tie standing next to a woman']","[""potter's wheel"", 'Indian cobra, Naja naja']"
6254,"['a group of people standing next to each other .', 'a group of people standing around each other .', 'a group of people standing next to each other holding surfboards .']","['torch', 'paddle, boat paddle']"
6255,"['a room with a bed and a table', 'a room with a bed , a table and a chair .', 'a room with a bed , a table , and a chair .']","['chest', 'velvet']"
6256,"['a group of men playing a game of frisbee .', 'a group of people playing frisbee in a field .', 'a group of people playing frisbee in a field']","['volleyball', 'soccer ball']"
6257,"['a group of people walking down a street .', 'a group of people walking down a city street .', 'a group of people walking down a street next to tall buildings .']","['cab, hack, taxi, taxicab', 'jinrikisha, ricksha, rickshaw']"
6258,"['a bunch of bananas hanging from a ceiling .', 'a bunch of bananas hanging from the ceiling .', 'a bunch of bananas hanging from a ceiling']","['crate', 'carton']"
6259,"['a bowl of fruit and a banana on a table .', 'a bowl of fruit and a banana on a plate .', 'a bowl of fruit and a banana on a table']",['French loaf']
6260,"['a man in a hat is holding a sign', 'a man in a hat is standing in front of a sign .', 'a man in a hat is standing in front of a sign']",['torch']
6261,"['a group of people standing around a truck .', 'a group of people standing next to a truck .', 'a group of people standing next to a large truck .']","['half track', 'tank, army tank, armored combat vehicle, armoured combat vehicle']"
6262,"['a city street filled with lots of tall buildings .', 'a city street filled with lots of traffic .', 'a large building with a clock tower in the middle of it .']","['crane', 'airship, dirigible']"
6263,"['a man in a suit standing in front of a cake .', 'a man in a suit standing in front of a cake', 'a man in a suit and tie standing in front of a white wall .']","['comic book', 'tray']"
6264,"['a kite flying in the sky over a field .', 'a kite flying in the sky above a field .', 'a kite flying in the sky over a field']","['flagpole, flagstaff']"
6265,"['a man wearing a hat and a tie .', 'a man wearing a hat and a hat .', 'a young man wearing a hat and a tie .']","['vestment', 'tench, Tinca tinca']"
6266,"['a group of people standing next to each other .', 'a group of people standing next to each other in front of a cake .', 'a group of people standing next to each other holding a white frisbee .']","['web site, website, internet site, site']"
6267,"['a large grassy field with a clock tower .', 'a large grassy field with a clock tower in the background .', 'a large field with a clock tower in the background .']","['lakeside, lakeshore', 'beacon, lighthouse, beacon light, pharos']"
6268,"['a group of people sitting on top of a lush green field .', 'a group of people sitting on top of a wooden bench .', 'a group of people sitting on top of a bench .']","['barrow, garden cart, lawn cart, wheelbarrow', 'valley, vale']"
6269,"['a large building with a clock on it', 'a building with a clock on the front of it', 'a large building with a clock on the front of it .']","['fireboat', 'prison, prison house']"
6270,"['a pan filled with food cooking on top of a stove .', 'a pan filled with food sitting on top of a stove .', 'a pan filled with food sitting on top of a stove top .']","['ladle', 'strainer']"
6271,"['a group of men standing next to each other .', 'a group of people standing next to each other .', 'a group of men standing next to each other in front of a building .']","['lab coat, laboratory coat', 'West Highland white terrier']"
6272,"['a close up of a person holding a tennis racket', 'a close up of a person holding a pair of scissors', 'a close up of a person holding a white frisbee']","['web site, website, internet site, site', 'sunscreen, sunblock, sun blocker']"
6273,"['a collage of photos of a man and a woman', 'a collage of pictures of a man and a woman', 'a collage of pictures of a man and a woman .']","['web site, website, internet site, site']"
6274,"['a man and a woman standing next to each other .', 'a man and woman standing next to each other .', 'a man and a woman standing next to each other in a room .']",['sarong']
6275,"['a group of people sitting on top of a snow covered slope .', 'a group of people sitting on top of a snow covered ground .', 'a group of people sitting on a snow covered slope .']","['snowmobile', 'bobsled, bobsleigh, bob']"
6276,"['a woman and a man standing next to each other .', 'a woman and a man standing next to each other', 'a woman and a man standing next to each other in a room .']","['maillot', 'suit, suit of clothes']"
6277,"['a woman holding a smart phone in her hand .', 'a woman holding a cell phone in front of her face .', 'a woman holding a cell phone in front of a tv .']","['modem', 'book jacket, dust cover, dust jacket, dust wrapper']"
6278,"['a bunch of flowers that are in a vase .', 'a bunch of stuffed animals sitting on top of a table .', 'a bunch of flowers that are in a vase']","['pot, flowerpot', 'fire screen, fireguard']"
6279,"['a man sitting on the ground with a skateboard .', 'a man sitting on the ground next to a skateboard .', 'a man sitting on a skateboard in the street .']","['jean, blue jean, denim', 'stretcher']"
6280,"['a table topped with plates and bowls of food .', 'a table topped with plates of food and bowls of food .', 'a table topped with plates of food and a bowl of soup .']","['hot pot, hotpot', 'plate']"
6281,"['a plate of food on a table', 'a plate of food on a table with a knife and fork .', 'a plate of food on a table with a fork']","['hot pot, hotpot', 'confectionery, confectionary, candy store']"
6282,"['a group of people sitting around a table .', 'a group of people sitting around a wooden table .', 'a group of people sitting around a table with food .']","['restaurant, eating house, eating place, eatery', 'barbershop']"
6283,"['a herd of sheep grazing on a lush green field .', 'a herd of animals grazing on a lush green field .', 'a herd of sheep grazing on a lush green hillside .']","['valley, vale', 'dam, dike, dyke']"
6284,"['a view of a city skyline from a plane .', 'a view of a city skyline from the sky .', 'a view of a city skyline from the distance .']","['lakeside, lakeshore', 'alp']"
6285,"['a box of donuts and a cup of coffee .', 'a box of donuts and a cup of coffee', 'a box of donuts and a cup of coffee on a table .']","['bakery, bakeshop, bakehouse', 'trifle']"
6286,"['a couple of kids sitting on a bed .', 'a group of people sitting on a bed .', 'a couple of kids sitting on a bed']","['stretcher', 'neck brace']"
6287,"['a person flying a kite in a park .', 'a person flying a kite in the sky .', 'a person flying a kite in a park']","['mortarboard', 'bell cote, bell cot']"
6288,"['a table topped with plates of food and drinks .', 'a table topped with plates of food next to a window .', 'a table topped with plates of food next to a glass of water .']","['gyromitra', 'American lobster, Northern lobster, Maine lobster, Homarus americanus']"
6289,"['a group of young men playing a game of soccer .', 'a group of young children playing a game of soccer .', 'a group of young men kicking around a soccer ball .']",['soccer ball']
6290,"[""a sign that says `` <UNK> '' on the side of the road ."", ""a sign that says `` <UNK> '' on a street corner ."", ""a sign that says `` <UNK> '' on the side of the street .""]","['scoreboard', 'moving van']"
6291,"['a man standing next to a woman holding a frisbee .', 'a man standing next to a man holding a frisbee .', 'a man standing next to a woman holding a white frisbee .']","['soccer ball', 'volleyball']"
6292,"['a man is standing in front of a mirror', 'a man is standing in front of a mirror .', 'a man is standing in front of a large mirror']","['tank, army tank, armored combat vehicle, armoured combat vehicle', 'space shuttle']"
6293,"['a laptop computer sitting on top of a desk .', 'a laptop computer sitting on top of a table .', 'a laptop computer sitting on top of a wooden desk .']","['balloon', 'monitor']"
6294,"['a black and white photo of a man and a woman .', 'a black and white photo of a man and a woman', 'a black and white photo of a man in a suit']","['book jacket, dust cover, dust jacket, dust wrapper', 'comic book']"
